DISTANCIA   VECES QUE SE REPITE
2157.2     ->        1
2157.6     ->        1
 2158     ->        2
2158.2     ->        1
2158.4     ->        1
2158.7     ->        1
2158.8     ->        1
2158.9     ->        1
2159.4     ->        1
 2160     ->        1
2160.1     ->        1
2160.2     ->        1
2160.8     ->        3
2161.3     ->        2
2161.9     ->        1
2162.3     ->        1
2162.4     ->        2
2162.8     ->        1
 2163     ->        1
2163.1     ->        1
2163.2     ->        2
2163.3     ->        2
2163.4     ->        1
2163.7     ->        1
2164.2     ->        1
2164.3     ->        1
2164.6     ->        1
2164.7     ->        1
 2165     ->        1
2165.1     ->        1
2165.2     ->        1
2165.5     ->        1
2165.9     ->        1
2166.1     ->        1
2166.3     ->        1
2166.5     ->        2
2166.9     ->        1
2167.2     ->        1
2168.2     ->        1
2168.4     ->        1
2168.6     ->        1
 2169     ->        1
2169.2     ->        1
2169.4     ->        1
2169.8     ->        3
2170.1     ->        1
2170.2     ->        1
2170.4     ->        2
2170.9     ->        1
2171.1     ->        1
2171.3     ->        1
2171.7     ->        1
2171.9     ->        1
2172.1     ->        1
2172.4     ->        1
2172.7     ->        1
2172.9     ->        2
2173.3     ->        1
2173.4     ->        1
2173.6     ->        1
2173.9     ->        1
2174.2     ->        1
2174.5     ->        1
2174.9     ->        1
2175.6     ->        1
2175.8     ->        2
2175.9     ->        1
 2176     ->        1
2176.3     ->        1
2176.4     ->        2
2176.5     ->        1
2177.1     ->        3
2177.3     ->        1
2177.5     ->        1
2177.6     ->        1
2177.9     ->        1
2178.2     ->        1
2178.5     ->        2
2178.7     ->        1
2178.8     ->        1
2178.9     ->        2
2179.2     ->        1
2179.3     ->        1
2179.4     ->        2
2179.6     ->        1
2179.9     ->        1
2180.1     ->        3
2180.5     ->        1
2180.6     ->        1
2181.2     ->        1
2181.8     ->        1
2182.2     ->        1
2182.3     ->        1
2182.4     ->        1
2182.9     ->        1
2183.2     ->        2
2183.7     ->        1
2183.8     ->        1
2184.1     ->        1
2184.4     ->        1
2184.7     ->        1
2184.8     ->        3
2184.9     ->        2
 2185     ->        2
2185.1     ->        1
2185.7     ->        2
2185.8     ->        1
2185.9     ->        2
 2186     ->        3
2186.3     ->        1
2186.5     ->        1
2186.6     ->        1
2187.1     ->        1
2187.8     ->        1
 2188     ->        1
2188.1     ->        1
2188.2     ->        3
2188.4     ->        1
2188.5     ->        1
2188.6     ->        2
2188.8     ->        1
2189.1     ->        1
2189.3     ->        2
2189.4     ->        1
2189.5     ->        1
2189.6     ->        1
2189.7     ->        1
2189.9     ->        1
 2190     ->        1
2190.1     ->        1
2190.3     ->        1
2190.5     ->        2
2190.6     ->        1
2191.1     ->        1
2192.5     ->        1
2192.7     ->        2
2192.8     ->        2
2192.9     ->        3
2193.5     ->        2
2193.9     ->        1
2194.2     ->        1
2194.3     ->        1
2194.5     ->        1
2194.6     ->        1
 2195     ->        1
2195.1     ->        1
2195.2     ->        1
2195.3     ->        1
2195.7     ->        1
2196.3     ->        1
2196.6     ->        2
2196.8     ->        1
2196.9     ->        2
 2197     ->        1
2197.1     ->        2
2197.2     ->        1
2197.3     ->        1
2197.4     ->        1
2197.5     ->        4
2197.7     ->        1
2198.2     ->        1
2198.3     ->        1
2198.4     ->        1
2198.5     ->        2
2198.6     ->        3
2198.7     ->        1
2199.1     ->        1
2199.4     ->        1
2199.6     ->        1
2199.7     ->        1
2199.9     ->        1
2200.1     ->        1
2200.3     ->        1
2200.6     ->        1
2201.2     ->        1
2201.3     ->        1
2201.7     ->        1
2201.8     ->        2
2201.9     ->        2
 2202     ->        1
2202.2     ->        1
2202.3     ->        1
2202.5     ->        1
2202.7     ->        1
2202.8     ->        1
2203.2     ->        1
2203.3     ->        3
2203.5     ->        1
2203.8     ->        1
2204.1     ->        2
2204.2     ->        1
2204.4     ->        1
2204.5     ->        1
2204.7     ->        1
2204.9     ->        1
 2205     ->        1
2205.3     ->        1
2205.8     ->        1
2205.9     ->        4
2206.1     ->        1
2206.2     ->        1
2206.3     ->        1
2206.5     ->        1
2206.7     ->        2
2206.9     ->        1
 2207     ->        1
2207.1     ->        1
2207.2     ->        1
2207.3     ->        1
2207.7     ->        1
2207.9     ->        2
2208.2     ->        1
2208.9     ->        2
 2209     ->        1
2209.3     ->        1
2209.6     ->        2
2209.9     ->        2
2210.2     ->        2
2210.7     ->        1
2210.9     ->        2
2211.6     ->        1
2211.8     ->        3
2211.9     ->        2
 2212     ->        1
2212.9     ->        1
 2213     ->        2
2213.1     ->        1
2213.2     ->        1
2213.4     ->        1
2213.6     ->        2
2213.7     ->        2
 2214     ->        1
2214.1     ->        2
2214.3     ->        1
2214.4     ->        1
2214.6     ->        1
2214.8     ->        1
2215.1     ->        1
2215.2     ->        1
2215.3     ->        1
2215.4     ->        1
2215.6     ->        1
2215.7     ->        1
2215.8     ->        2
 2216     ->        1
2216.1     ->        1
2216.2     ->        1
2216.3     ->        1
2216.4     ->        1
2216.7     ->        1
2216.8     ->        2
2216.9     ->        1
 2217     ->        2
2217.3     ->        1
2217.5     ->        3
2217.6     ->        2
2217.8     ->        1
2217.9     ->        1
 2218     ->        1
2218.1     ->        1
2218.3     ->        1
2218.4     ->        1
2218.6     ->        1
2218.7     ->        4
2218.9     ->        2
 2219     ->        1
2219.1     ->        1
2219.2     ->        1
2219.3     ->        1
2219.5     ->        1
2219.6     ->        1
2219.8     ->        1
 2220     ->        2
2220.1     ->        1
2220.4     ->        1
2220.5     ->        1
2220.7     ->        1
2221.2     ->        1
2221.3     ->        1
2221.4     ->        1
2221.5     ->        1
2221.6     ->        2
2221.8     ->        1
2221.9     ->        2
 2222     ->        1
2222.2     ->        1
2222.4     ->        2
2222.7     ->        1
2222.8     ->        1
2222.9     ->        3
 2223     ->        1
2223.2     ->        3
2223.4     ->        2
2223.7     ->        1
2223.8     ->        1
 2224     ->        1
2224.2     ->        2
2224.6     ->        2
2224.9     ->        2
2225.1     ->        1
2225.4     ->        1
2225.7     ->        1
2225.8     ->        1
2226.1     ->        1
2226.2     ->        2
2226.3     ->        1
2226.4     ->        1
2226.5     ->        2
2226.6     ->        1
2226.9     ->        1
2227.4     ->        1
2227.5     ->        1
2227.6     ->        1
2227.9     ->        1
2228.4     ->        2
2228.5     ->        5
2228.6     ->        3
2228.7     ->        2
2228.9     ->        1
 2229     ->        4
2229.4     ->        2
2229.5     ->        3
2229.6     ->        1
2229.7     ->        1
2229.9     ->        2
2230.4     ->        1
2230.7     ->        3
2231.1     ->        3
2231.2     ->        1
2231.4     ->        2
2231.6     ->        1
2231.7     ->        1
2231.9     ->        3
 2232     ->        2
2232.4     ->        3
2232.5     ->        2
2232.6     ->        2
2232.7     ->        1
 2233     ->        2
2233.2     ->        1
2233.4     ->        2
2233.6     ->        1
 2234     ->        1
2234.1     ->        1
2234.2     ->        1
 2235     ->        1
2235.1     ->        2
2235.2     ->        4
2235.3     ->        1
2235.4     ->        1
2235.5     ->        1
2235.7     ->        1
2235.9     ->        1
 2236     ->        1
2236.1     ->        1
2236.2     ->        1
2236.3     ->        1
2236.4     ->        1
2236.5     ->        1
2236.6     ->        1
2236.7     ->        1
2237.3     ->        1
2237.4     ->        2
2237.6     ->        1
2237.9     ->        2
 2238     ->        1
2238.2     ->        1
2238.4     ->        1
2238.5     ->        1
2238.8     ->        2
2239.2     ->        1
2239.3     ->        2
2239.4     ->        1
2239.5     ->        1
2239.8     ->        3
2239.9     ->        1
2240.1     ->        1
2240.2     ->        2
2240.5     ->        1
2240.6     ->        2
2241.4     ->        1
2241.5     ->        1
2241.8     ->        2
2242.1     ->        3
2242.2     ->        1
2242.4     ->        1
2242.5     ->        1
2242.7     ->        1
2242.8     ->        3
 2243     ->        1
2243.2     ->        2
2243.5     ->        1
2244.1     ->        2
2244.2     ->        1
2244.3     ->        1
2244.4     ->        2
2244.6     ->        1
2244.7     ->        1
2244.8     ->        3
2244.9     ->        1
 2245     ->        2
2245.4     ->        3
2245.7     ->        1
2245.8     ->        1
2245.9     ->        1
 2246     ->        1
2246.3     ->        1
2246.5     ->        1
2246.7     ->        1
2246.8     ->        1
2246.9     ->        1
 2247     ->        2
2247.1     ->        3
2247.2     ->        1
2247.3     ->        1
2247.4     ->        1
2247.6     ->        1
2247.8     ->        1
2248.2     ->        1
2248.7     ->        2
2248.8     ->        2
2248.9     ->        2
2249.2     ->        2
2249.3     ->        1
2249.7     ->        2
 2250     ->        2
2250.1     ->        2
2250.2     ->        1
2250.3     ->        1
2250.5     ->        1
2250.7     ->        1
2250.8     ->        3
2250.9     ->        1
2251.2     ->        1
2251.6     ->        2
2251.8     ->        1
2251.9     ->        3
2252.1     ->        1
2252.2     ->        2
2252.4     ->        2
2252.5     ->        1
2252.6     ->        1
2252.8     ->        2
 2253     ->        1
2253.4     ->        2
2253.5     ->        1
2253.8     ->        1
2253.9     ->        2
 2254     ->        2
2254.1     ->        1
2254.2     ->        1
2254.3     ->        1
2254.4     ->        1
2254.5     ->        1
2254.6     ->        1
2254.7     ->        1
2254.9     ->        1
2255.3     ->        2
2255.4     ->        1
2255.6     ->        2
2255.7     ->        1
2255.8     ->        2
2255.9     ->        1
2256.1     ->        2
2256.2     ->        1
2256.3     ->        1
2256.4     ->        1
2256.5     ->        2
2256.6     ->        3
2256.7     ->        2
2256.8     ->        1
2256.9     ->        2
 2257     ->        1
2257.3     ->        1
2257.4     ->        1
2257.5     ->        2
2257.9     ->        1
 2258     ->        1
2258.2     ->        1
2258.4     ->        1
2258.5     ->        1
2258.6     ->        1
2259.1     ->        2
2259.2     ->        1
2259.3     ->        2
2259.4     ->        2
2259.5     ->        2
2259.6     ->        3
 2260     ->        2
2260.1     ->        2
2260.4     ->        1
2260.5     ->        1
2260.6     ->        1
2260.7     ->        1
2260.9     ->        1
 2261     ->        1
2261.1     ->        6
2261.2     ->        1
2261.3     ->        2
2261.5     ->        2
2261.8     ->        1
2261.9     ->        4
 2262     ->        2
2262.1     ->        1
2262.2     ->        1
2262.3     ->        1
2262.4     ->        3
2262.5     ->        2
2262.7     ->        1
2262.8     ->        1
 2263     ->        1
2263.1     ->        1
2263.2     ->        1
2263.3     ->        2
2263.4     ->        1
2263.5     ->        1
2263.7     ->        2
2263.8     ->        1
 2264     ->        1
2264.1     ->        3
2264.2     ->        2
2264.3     ->        1
2264.5     ->        1
2264.7     ->        2
2264.8     ->        2
2264.9     ->        1
2265.3     ->        1
2265.4     ->        1
2265.6     ->        1
2265.7     ->        2
2265.9     ->        1
 2266     ->        1
2266.2     ->        1
2266.6     ->        2
2266.9     ->        1
 2267     ->        1
2267.3     ->        1
2267.5     ->        1
2267.6     ->        1
2267.7     ->        1
2267.8     ->        2
2267.9     ->        1
2268.4     ->        1
2268.5     ->        1
 2269     ->        2
2269.1     ->        1
2269.2     ->        1
2269.3     ->        2
2269.4     ->        2
2269.6     ->        2
2269.7     ->        1
2269.9     ->        1
2270.1     ->        2
2270.2     ->        1
2270.4     ->        1
2270.5     ->        1
2270.6     ->        2
2270.7     ->        1
2270.8     ->        3
2270.9     ->        4
 2271     ->        1
2271.2     ->        1
2271.5     ->        2
2271.7     ->        3
2272.1     ->        2
2272.3     ->        1
2272.4     ->        1
2272.5     ->        1
2272.6     ->        1
2272.7     ->        1
2272.8     ->        1
2272.9     ->        1
 2273     ->        2
2273.1     ->        1
2273.2     ->        3
2273.3     ->        1
2273.4     ->        1
2273.6     ->        2
2273.8     ->        1
2273.9     ->        1
 2274     ->        1
2274.1     ->        1
2274.4     ->        1
2274.6     ->        1
2274.7     ->        1
2275.1     ->        1
2275.2     ->        1
2275.5     ->        1
2275.6     ->        2
2275.9     ->        2
 2276     ->        2
2276.1     ->        2
2276.2     ->        2
2276.5     ->        1
2276.6     ->        1
2276.8     ->        1
2276.9     ->        2
2277.3     ->        1
2277.4     ->        1
2277.5     ->        2
2277.7     ->        1
2277.8     ->        1
2277.9     ->        2
2278.2     ->        2
2278.5     ->        1
2278.6     ->        1
2278.8     ->        1
2278.9     ->        1
 2279     ->        1
2279.1     ->        3
2279.2     ->        1
2279.3     ->        2
2279.6     ->        1
2279.7     ->        2
2279.8     ->        2
2280.1     ->        4
2280.2     ->        1
2280.3     ->        2
2280.4     ->        2
2280.5     ->        1
2280.7     ->        1
2280.8     ->        1
2280.9     ->        2
2281.2     ->        3
2281.3     ->        2
2281.5     ->        3
2281.7     ->        2
2281.9     ->        1
 2282     ->        2
2282.1     ->        1
2282.4     ->        2
2282.6     ->        2
2282.8     ->        1
 2283     ->        1
2283.1     ->        2
2283.2     ->        1
2283.4     ->        1
2283.5     ->        1
2283.6     ->        1
2284.2     ->        2
2284.3     ->        1
2284.4     ->        1
2284.5     ->        2
2284.7     ->        4
2284.8     ->        1
2285.2     ->        2
2285.4     ->        2
2285.5     ->        2
2285.6     ->        1
2285.7     ->        3
2285.9     ->        2
 2286     ->        1
2286.1     ->        3
2286.2     ->        1
2286.4     ->        1
2286.5     ->        2
2286.6     ->        1
2286.7     ->        2
2286.8     ->        1
2286.9     ->        1
2287.1     ->        1
2287.3     ->        1
2287.8     ->        2
2287.9     ->        1
2288.1     ->        4
2288.4     ->        1
2288.5     ->        1
2288.6     ->        1
2288.8     ->        1
2288.9     ->        1
 2289     ->        1
2289.1     ->        2
2289.3     ->        2
2289.6     ->        1
2289.7     ->        3
 2290     ->        1
2290.1     ->        1
2290.2     ->        1
2290.5     ->        2
2290.6     ->        3
2290.7     ->        1
 2291     ->        3
2291.1     ->        3
2291.4     ->        1
2291.6     ->        2
2291.8     ->        3
 2292     ->        1
2292.1     ->        1
2292.2     ->        1
2292.3     ->        4
2292.5     ->        1
2292.6     ->        1
2292.7     ->        2
2292.8     ->        1
 2293     ->        2
2293.2     ->        3
2293.3     ->        2
2293.4     ->        2
2293.6     ->        1
2293.7     ->        2
2293.8     ->        2
2293.9     ->        3
2294.1     ->        2
2294.2     ->        1
2294.3     ->        1
2294.4     ->        2
2294.5     ->        2
2294.6     ->        1
2294.8     ->        1
2294.9     ->        1
 2295     ->        2
2295.1     ->        2
2295.3     ->        3
2295.6     ->        1
2295.7     ->        1
2295.9     ->        2
 2296     ->        4
2296.2     ->        1
2296.3     ->        1
2296.4     ->        3
2296.5     ->        2
2296.6     ->        1
2296.7     ->        1
 2297     ->        3
2297.1     ->        1
2297.2     ->        2
2297.4     ->        1
2297.5     ->        1
2297.6     ->        2
2297.8     ->        2
2297.9     ->        1
2298.1     ->        1
2298.3     ->        1
2298.4     ->        1
2298.5     ->        3
2298.7     ->        1
2298.9     ->        2
2299.5     ->        1
2299.7     ->        1
2299.9     ->        4
 2300     ->        3
2300.1     ->        2
2300.5     ->        1
2300.7     ->        2
2300.8     ->        2
2300.9     ->        3
 2301     ->        1
2301.1     ->        1
2301.2     ->        1
2301.5     ->        1
2301.6     ->        2
2301.7     ->        1
2301.8     ->        1
2301.9     ->        1
 2302     ->        2
2302.1     ->        1
2302.2     ->        3
2302.3     ->        2
2302.5     ->        2
2302.7     ->        3
2302.8     ->        2
 2303     ->        2
2303.1     ->        1
2303.3     ->        1
2303.4     ->        1
2303.5     ->        3
2303.6     ->        1
2303.7     ->        1
 2304     ->        2
2304.3     ->        1
2304.4     ->        3
2304.5     ->        1
2304.7     ->        1
2304.8     ->        3
2304.9     ->        1
 2305     ->        1
2305.1     ->        1
2305.2     ->        2
2305.3     ->        1
2305.4     ->        2
2305.5     ->        2
2305.6     ->        1
2305.7     ->        2
2305.8     ->        1
2305.9     ->        1
 2306     ->        1
2306.1     ->        2
2306.2     ->        1
2306.3     ->        3
2306.4     ->        4
2306.5     ->        1
2306.6     ->        3
2306.7     ->        3
2306.8     ->        3
2306.9     ->        2
2307.1     ->        2
2307.4     ->        1
2307.6     ->        1
2307.7     ->        1
2307.8     ->        2
2307.9     ->        1
 2308     ->        2
2308.3     ->        1
2308.4     ->        2
2308.6     ->        1
2308.7     ->        3
2308.8     ->        2
 2309     ->        2
2309.3     ->        1
2309.6     ->        2
2309.7     ->        1
2309.8     ->        1
 2310     ->        2
2310.1     ->        3
2310.2     ->        1
2310.4     ->        1
2310.5     ->        4
2310.7     ->        1
2310.9     ->        2
 2311     ->        2
2311.3     ->        1
2311.4     ->        2
2311.7     ->        2
2311.8     ->        2
2311.9     ->        1
 2312     ->        4
2312.1     ->        1
2312.2     ->        1
2312.3     ->        2
2312.4     ->        1
2312.5     ->        2
2312.8     ->        1
 2313     ->        2
2313.1     ->        1
2313.3     ->        2
2313.4     ->        1
2313.6     ->        1
2313.7     ->        1
2313.8     ->        2
2313.9     ->        1
2314.1     ->        2
2314.2     ->        3
2314.4     ->        1
2314.5     ->        2
2314.6     ->        3
 2315     ->        1
2315.1     ->        3
2315.2     ->        1
2315.3     ->        2
2315.5     ->        1
2315.6     ->        1
2315.7     ->        1
2315.8     ->        2
2315.9     ->        1
2316.2     ->        1
2316.3     ->        2
2316.4     ->        1
2316.5     ->        2
2316.6     ->        1
 2317     ->        1
2317.2     ->        1
2317.3     ->        3
2317.4     ->        2
2317.5     ->        2
2317.6     ->        1
2317.7     ->        2
2317.8     ->        2
2317.9     ->        2
 2318     ->        1
2318.1     ->        2
2318.3     ->        1
2318.4     ->        1
2318.5     ->        1
2318.6     ->        2
2318.8     ->        2
2318.9     ->        1
2319.3     ->        1
2319.5     ->        1
2319.6     ->        1
2319.7     ->        2
2319.8     ->        1
2320.2     ->        1
2320.3     ->        3
2320.4     ->        1
2320.5     ->        1
2320.6     ->        3
2320.7     ->        1
2320.8     ->        1
2320.9     ->        1
 2321     ->        2
2321.1     ->        2
2321.2     ->        3
2321.3     ->        1
2321.4     ->        2
2321.5     ->        1
2321.6     ->        2
2321.7     ->        1
2321.8     ->        2
2321.9     ->        2
 2322     ->        2
2322.1     ->        2
2322.2     ->        1
2322.5     ->        2
2322.6     ->        2
2322.7     ->        1
2322.9     ->        2
2323.2     ->        1
2323.3     ->        4
2323.4     ->        2
2323.6     ->        2
2323.8     ->        2
2323.9     ->        1
 2324     ->        5
2324.1     ->        1
2324.4     ->        3
2324.5     ->        1
2324.7     ->        2
2324.8     ->        2
2324.9     ->        2
 2325     ->        5
2325.2     ->        1
2325.4     ->        3
2325.5     ->        1
2325.6     ->        4
2325.7     ->        2
 2326     ->        1
2326.1     ->        1
2326.2     ->        3
2326.3     ->        2
2326.4     ->        2
2326.5     ->        2
2326.6     ->        2
2326.7     ->        2
2326.9     ->        2
 2327     ->        1
2327.1     ->        2
2327.2     ->        6
2327.4     ->        2
2327.7     ->        3
2327.8     ->        1
2328.1     ->        1
2328.2     ->        1
2328.3     ->        2
2328.5     ->        1
2328.6     ->        1
2328.8     ->        1
2328.9     ->        3
2329.1     ->        2
2329.3     ->        2
2329.4     ->        3
2329.6     ->        1
2329.8     ->        1
 2330     ->        2
2330.1     ->        3
2330.2     ->        3
2330.3     ->        1
2330.4     ->        1
2330.5     ->        3
2330.6     ->        1
2330.7     ->        2
2330.8     ->        1
2330.9     ->        1
2331.1     ->        2
2331.2     ->        1
2331.3     ->        2
2331.4     ->        3
2331.5     ->        1
2331.6     ->        4
2331.7     ->        2
2331.8     ->        4
2331.9     ->        1
 2332     ->        1
2332.1     ->        2
2332.2     ->        4
2332.4     ->        1
2332.5     ->        1
2332.6     ->        1
2332.7     ->        1
2332.9     ->        1
 2333     ->        1
2333.1     ->        1
2333.2     ->        1
2333.3     ->        2
2333.5     ->        3
2333.8     ->        1
2333.9     ->        2
 2334     ->        2
2334.1     ->        1
2334.2     ->        2
2334.5     ->        1
2334.7     ->        3
2334.8     ->        2
 2335     ->        1
2335.1     ->        2
2335.2     ->        2
2335.3     ->        2
2335.4     ->        3
2335.5     ->        5
2335.6     ->        3
2335.7     ->        1
2335.8     ->        2
2335.9     ->        1
 2336     ->        3
2336.3     ->        3
2336.4     ->        2
2336.8     ->        1
2336.9     ->        1
 2337     ->        2
2337.1     ->        1
2337.2     ->        1
2337.3     ->        2
2337.4     ->        3
2337.5     ->        1
2337.6     ->        1
2337.8     ->        4
2337.9     ->        1
2338.1     ->        2
2338.5     ->        1
2338.6     ->        1
2338.7     ->        1
2338.8     ->        3
2338.9     ->        3
 2339     ->        2
2339.1     ->        1
2339.2     ->        1
2339.4     ->        2
2339.5     ->        2
2339.6     ->        3
2339.8     ->        3
2339.9     ->        1
 2340     ->        2
2340.3     ->        2
2340.4     ->        1
2340.5     ->        1
2340.6     ->        1
2340.8     ->        2
2341.1     ->        2
2341.3     ->        1
2341.4     ->        1
2341.5     ->        1
2341.7     ->        3
2341.8     ->        1
 2342     ->        2
2342.2     ->        3
2342.3     ->        3
2342.5     ->        4
2342.6     ->        2
2342.9     ->        1
 2343     ->        2
2343.1     ->        1
2343.2     ->        1
2343.3     ->        2
2343.4     ->        1
2343.5     ->        2
2343.6     ->        2
2343.7     ->        1
2343.8     ->        2
2343.9     ->        1
2344.1     ->        1
2344.3     ->        3
2344.4     ->        1
2344.5     ->        4
2344.6     ->        1
2344.8     ->        1
2344.9     ->        4
 2345     ->        2
2345.2     ->        1
2345.3     ->        2
2345.5     ->        1
2345.6     ->        1
2345.7     ->        1
2345.8     ->        2
2345.9     ->        1
 2346     ->        3
2346.2     ->        1
2346.3     ->        4
2346.4     ->        5
2346.6     ->        2
2346.7     ->        3
2346.8     ->        4
2347.1     ->        4
2347.2     ->        1
2347.4     ->        1
2347.5     ->        2
2347.6     ->        1
2347.7     ->        2
2347.8     ->        2
2347.9     ->        2
2348.1     ->        3
2348.2     ->        1
2348.3     ->        2
2348.4     ->        2
2348.5     ->        1
2348.6     ->        1
2348.7     ->        3
2348.8     ->        3
2348.9     ->        1
 2349     ->        1
2349.1     ->        4
2349.5     ->        2
2349.6     ->        1
2349.7     ->        2
2349.9     ->        3
2350.1     ->        2
2350.2     ->        4
2350.3     ->        1
2350.5     ->        2
